id,food_name_canonical,scenario_input,scenario_type,language,category,region,preparation_variant,portion_unit,typical_portion,expected_resolved_food
RIF_13695,Jaljeera,bapore ma 1 glass (250ml) jaljeera lidhu,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13696,Jaljeera,aaje bapore ma 1 glass (250ml) jaljeera,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13697,Jaljeera,dophar me 1 glass (250ml) jaljeera khaya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13698,Jaljeera,maine dophar me 1 glass (250ml) jaljeera liya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13699,Jaljeera,aaj dophar me 1 glass (250ml) jaljeera,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13700,Jaljeera,dophar time: 1 glass (250ml) jaljeera khaya tha,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13701,Jaljeera,had 1 glass (250ml) jaljeera for snack,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13702,Jaljeera,ate 1 glass (250ml) jaljeera in snack,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13703,Jaljeera,logged 1 glass (250ml) jaljeera for today's snack,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13704,Jaljeera,snack: 1 glass (250ml) jaljeera,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13705,Jaljeera,finished 1 glass (250ml) jaljeera at snack,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13706,Jaljeera,sanju / nasto 1 glass (250ml) jaljeera khadhi,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13707,Jaljeera,sanju / nasto ma 1 glass (250ml) jaljeera lidhu,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13708,Jaljeera,aaje sanju / nasto ma 1 glass (250ml) jaljeera,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13709,Jaljeera,shaam me 1 glass (250ml) jaljeera khaya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13710,Jaljeera,maine shaam me 1 glass (250ml) jaljeera liya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13711,Jaljeera,aaj shaam me 1 glass (250ml) jaljeera,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13712,Jaljeera,shaam time: 1 glass (250ml) jaljeera khaya tha,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13713,Jaljeera,had 1 glass (250ml) jaljeera for dinner,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13714,Jaljeera,ate 1 glass (250ml) jaljeera in dinner,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13715,Jaljeera,logged 1 glass (250ml) jaljeera for today's dinner,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13716,Jaljeera,dinner: 1 glass (250ml) jaljeera,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13717,Jaljeera,finished 1 glass (250ml) jaljeera at dinner,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13718,Jaljeera,raatre 1 glass (250ml) jaljeera khadhi,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13719,Jaljeera,raatre ma 1 glass (250ml) jaljeera lidhu,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13720,Jaljeera,aaje raatre ma 1 glass (250ml) jaljeera,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13721,Jaljeera,raat me 1 glass (250ml) jaljeera khaya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13722,Jaljeera,maine raat me 1 glass (250ml) jaljeera liya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13723,Jaljeera,aaj raat me 1 glass (250ml) jaljeera,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13724,Jaljeera,raat time: 1 glass (250ml) jaljeera khaya tha,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Jaljeera
RIF_13725,Thandai,had 1 glass (250ml) thandai for breakfast,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13726,Thandai,ate 1 glass (250ml) thandai in breakfast,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13727,Thandai,logged 1 glass (250ml) thandai for today's breakfast,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13728,Thandai,breakfast: 1 glass (250ml) thandai,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13729,Thandai,finished 1 glass (250ml) thandai at breakfast,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13730,Thandai,savare 1 glass (250ml) thandai khadhi,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13731,Thandai,savare ma 1 glass (250ml) thandai lidhu,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13732,Thandai,aaje savare ma 1 glass (250ml) thandai,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13733,Thandai,savare nasto: 1 glass (250ml) thandai,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13734,Thandai,raatre jemva ma 1 glass (250ml) thandai lidhu,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13735,Thandai,subah me 1 glass (250ml) thandai khaya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13736,Thandai,maine subah me 1 glass (250ml) thandai liya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13737,Thandai,aaj subah me 1 glass (250ml) thandai,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13738,Thandai,subah time: 1 glass (250ml) thandai khaya tha,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13739,Thandai,subah nashte me 1 glass (250ml) thandai liya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13740,Thandai,had 1 glass (250ml) thandai for lunch,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13741,Thandai,ate 1 glass (250ml) thandai in lunch,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13742,Thandai,logged 1 glass (250ml) thandai for today's lunch,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13743,Thandai,lunch: 1 glass (250ml) thandai,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13744,Thandai,finished 1 glass (250ml) thandai at lunch,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13745,Thandai,bapore 1 glass (250ml) thandai khadhi,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13746,Thandai,bapore ma 1 glass (250ml) thandai lidhu,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13747,Thandai,aaje bapore ma 1 glass (250ml) thandai,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13748,Thandai,dophar me 1 glass (250ml) thandai khaya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13749,Thandai,maine dophar me 1 glass (250ml) thandai liya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13750,Thandai,aaj dophar me 1 glass (250ml) thandai,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13751,Thandai,dophar time: 1 glass (250ml) thandai khaya tha,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13752,Thandai,had 1 glass (250ml) thandai for snack,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13753,Thandai,ate 1 glass (250ml) thandai in snack,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13754,Thandai,logged 1 glass (250ml) thandai for today's snack,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13755,Thandai,snack: 1 glass (250ml) thandai,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13756,Thandai,finished 1 glass (250ml) thandai at snack,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13757,Thandai,sanju / nasto 1 glass (250ml) thandai khadhi,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13758,Thandai,sanju / nasto ma 1 glass (250ml) thandai lidhu,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13759,Thandai,aaje sanju / nasto ma 1 glass (250ml) thandai,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13760,Thandai,shaam me 1 glass (250ml) thandai khaya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13761,Thandai,maine shaam me 1 glass (250ml) thandai liya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13762,Thandai,aaj shaam me 1 glass (250ml) thandai,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13763,Thandai,shaam time: 1 glass (250ml) thandai khaya tha,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13764,Thandai,had 1 glass (250ml) thandai for dinner,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13765,Thandai,ate 1 glass (250ml) thandai in dinner,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13766,Thandai,logged 1 glass (250ml) thandai for today's dinner,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13767,Thandai,dinner: 1 glass (250ml) thandai,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13768,Thandai,finished 1 glass (250ml) thandai at dinner,conversational_meal_logging,English,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13769,Thandai,raatre 1 glass (250ml) thandai khadhi,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13770,Thandai,raatre ma 1 glass (250ml) thandai lidhu,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13771,Thandai,aaje raatre ma 1 glass (250ml) thandai,conversational_meal_logging,Gujlish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13772,Thandai,raat me 1 glass (250ml) thandai khaya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13773,Thandai,maine raat me 1 glass (250ml) thandai liya,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13774,Thandai,aaj raat me 1 glass (250ml) thandai,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13775,Thandai,raat time: 1 glass (250ml) thandai khaya tha,conversational_meal_logging,Hinglish,drink,North India,normal,glass,1 glass (250ml),Thandai
RIF_13776,Gulab Jamun,had 2 pieces gulab jamun for breakfast,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13777,Gulab Jamun,ate 2 pieces gulab jamun in breakfast,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13778,Gulab Jamun,logged 2 pieces gulab jamun for today's breakfast,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13779,Gulab Jamun,breakfast: 2 pieces gulab jamun,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13780,Gulab Jamun,finished 2 pieces gulab jamun at breakfast,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13781,Gulab Jamun,savare 2 pieces gulab jambu khadhi,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13782,Gulab Jamun,savare ma 2 pieces gulab jambu lidhu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13783,Gulab Jamun,aaje savare ma 2 pieces gulab jambu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13784,Gulab Jamun,savare nasto: 2 pieces gulab jambu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13785,Gulab Jamun,raatre jemva ma 2 pieces gulab jambu lidhu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13786,Gulab Jamun,subah me 2 pieces gulab jamun khaya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13787,Gulab Jamun,maine subah me 2 pieces gulab jamun liya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13788,Gulab Jamun,aaj subah me 2 pieces gulab jamun,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13789,Gulab Jamun,subah time: 2 pieces gulab jamun khaya tha,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13790,Gulab Jamun,subah nashte me 2 pieces gulab jamun liya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13791,Gulab Jamun,had 2 pieces gulab jamun for lunch,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13792,Gulab Jamun,ate 2 pieces gulab jamun in lunch,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13793,Gulab Jamun,logged 2 pieces gulab jamun for today's lunch,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13794,Gulab Jamun,lunch: 2 pieces gulab jamun,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13795,Gulab Jamun,finished 2 pieces gulab jamun at lunch,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13796,Gulab Jamun,bapore 2 pieces gulab jambu khadhi,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13797,Gulab Jamun,bapore ma 2 pieces gulab jambu lidhu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13798,Gulab Jamun,aaje bapore ma 2 pieces gulab jambu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13799,Gulab Jamun,dophar me 2 pieces gulab jamun khaya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13800,Gulab Jamun,maine dophar me 2 pieces gulab jamun liya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13801,Gulab Jamun,aaj dophar me 2 pieces gulab jamun,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13802,Gulab Jamun,dophar time: 2 pieces gulab jamun khaya tha,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13803,Gulab Jamun,had 2 pieces gulab jamun for snack,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13804,Gulab Jamun,ate 2 pieces gulab jamun in snack,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13805,Gulab Jamun,logged 2 pieces gulab jamun for today's snack,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13806,Gulab Jamun,snack: 2 pieces gulab jamun,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13807,Gulab Jamun,finished 2 pieces gulab jamun at snack,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13808,Gulab Jamun,sanju / nasto 2 pieces gulab jambu khadhi,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13809,Gulab Jamun,sanju / nasto ma 2 pieces gulab jambu lidhu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13810,Gulab Jamun,aaje sanju / nasto ma 2 pieces gulab jambu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13811,Gulab Jamun,shaam me 2 pieces gulab jamun khaya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13812,Gulab Jamun,maine shaam me 2 pieces gulab jamun liya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13813,Gulab Jamun,aaj shaam me 2 pieces gulab jamun,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13814,Gulab Jamun,shaam time: 2 pieces gulab jamun khaya tha,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13815,Gulab Jamun,had 2 pieces gulab jamun for dinner,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13816,Gulab Jamun,ate 2 pieces gulab jamun in dinner,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13817,Gulab Jamun,logged 2 pieces gulab jamun for today's dinner,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13818,Gulab Jamun,dinner: 2 pieces gulab jamun,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13819,Gulab Jamun,finished 2 pieces gulab jamun at dinner,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13820,Gulab Jamun,raatre 2 pieces gulab jambu khadhi,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13821,Gulab Jamun,raatre ma 2 pieces gulab jambu lidhu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13822,Gulab Jamun,aaje raatre ma 2 pieces gulab jambu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13823,Gulab Jamun,raat me 2 pieces gulab jamun khaya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13824,Gulab Jamun,maine raat me 2 pieces gulab jamun liya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13825,Gulab Jamun,aaj raat me 2 pieces gulab jamun,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13826,Gulab Jamun,raat time: 2 pieces gulab jamun khaya tha,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,piece,2 pieces,Gulab Jamun
RIF_13827,Jalebi,had 100g jalebi for breakfast,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13828,Jalebi,ate 100g jalebi in breakfast,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13829,Jalebi,logged 100g jalebi for today's breakfast,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13830,Jalebi,breakfast: 100g jalebi,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13831,Jalebi,finished 100g jalebi at breakfast,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13832,Jalebi,savare 100g jalebi khadhi,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13833,Jalebi,savare ma 100g jalebi lidhu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13834,Jalebi,aaje savare ma 100g jalebi,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13835,Jalebi,savare nasto: 100g jalebi,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13836,Jalebi,raatre jemva ma 100g jalebi lidhu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13837,Jalebi,subah me 100g jalebi khaya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13838,Jalebi,maine subah me 100g jalebi liya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13839,Jalebi,aaj subah me 100g jalebi,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13840,Jalebi,subah time: 100g jalebi khaya tha,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13841,Jalebi,subah nashte me 100g jalebi liya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13842,Jalebi,had 100g jalebi for lunch,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13843,Jalebi,ate 100g jalebi in lunch,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13844,Jalebi,logged 100g jalebi for today's lunch,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13845,Jalebi,lunch: 100g jalebi,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13846,Jalebi,finished 100g jalebi at lunch,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13847,Jalebi,bapore 100g jalebi khadhi,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13848,Jalebi,bapore ma 100g jalebi lidhu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13849,Jalebi,aaje bapore ma 100g jalebi,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13850,Jalebi,dophar me 100g jalebi khaya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13851,Jalebi,maine dophar me 100g jalebi liya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13852,Jalebi,aaj dophar me 100g jalebi,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13853,Jalebi,dophar time: 100g jalebi khaya tha,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13854,Jalebi,had 100g jalebi for snack,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13855,Jalebi,ate 100g jalebi in snack,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13856,Jalebi,logged 100g jalebi for today's snack,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13857,Jalebi,snack: 100g jalebi,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13858,Jalebi,finished 100g jalebi at snack,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13859,Jalebi,sanju / nasto 100g jalebi khadhi,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13860,Jalebi,sanju / nasto ma 100g jalebi lidhu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13861,Jalebi,aaje sanju / nasto ma 100g jalebi,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13862,Jalebi,shaam me 100g jalebi khaya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13863,Jalebi,maine shaam me 100g jalebi liya,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13864,Jalebi,aaj shaam me 100g jalebi,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13865,Jalebi,shaam time: 100g jalebi khaya tha,conversational_meal_logging,Hinglish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13866,Jalebi,had 100g jalebi for dinner,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13867,Jalebi,ate 100g jalebi in dinner,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13868,Jalebi,logged 100g jalebi for today's dinner,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13869,Jalebi,dinner: 100g jalebi,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13870,Jalebi,finished 100g jalebi at dinner,conversational_meal_logging,English,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13871,Jalebi,raatre 100g jalebi khadhi,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13872,Jalebi,raatre ma 100g jalebi lidhu,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
RIF_13873,Jalebi,aaje raatre ma 100g jalebi,conversational_meal_logging,Gujlish,sweet_dessert,Pan-India,normal,plate,100g,Jalebi
